288,288,288,288,288,288,288,288,288,288
288,288,288,288,288,288,288,288,288,288
288,288,288,291,291,291,291,288,288,288
288,288,291,291,291,295,291,291,288,288
288,288,291,291,291,291,291,291,288,288
288,288,293,293,293,293,293,293,288,288
288,288,291,291,291,291,291,291,288,288
288,288,288,288,291,288,288,288,288,288
288,288,288,288,291,288,288,288,288,288
288,288,288,288,291,288,288,288,288,288
-1,-1,-1,-1,291,-1,-1,-1,-1,-1
288,288,288,288,291,288,288,288,288,288
288,289,289,289,289,288,288,288,288,288
288,289,291,289,289,289,289,289,288,288
288,289,289,289,291,289,288,289,288,288
288,289,289,289,289,289,291,289,288,288
288,288,288,289,289,289,289,289,289,288
288,288,288,289,288,291,289,291,289,288
288,288,288,289,289,289,289,289,289,288
288,288,288,288,288,289,288,288,288,288
288,288,288,288,288,291,288,288,288,288
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,288,288,288,288,291,288,288,288,288
288,288,288,288,288,289,288,288,288,288
288,288,289,289,288,289,288,288,288,288
288,288,289,289,291,289,289,288,288,288
288,288,289,289,289,289,289,291,288,288
288,288,289,289,289,289,289,289,288,288
288,288,289,289,289,289,289,289,288,288
288,288,289,289,289,291,288,288,288,288
288,288,288,288,289,288,288,288,288,288
288,288,288,288,291,288,288,288,288,288
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
288,288,288,288,291,288,288,288,288,288
288,288,288,288,291,288,288,288,288,288
288,288,288,288,291,291,291,291,291,288
288,288,288,288,291,291,289,289,291,288
288,288,288,288,291,291,289,289,291,288
288,288,288,288,291,291,289,289,291,288
288,288,288,288,291,291,289,289,291,288
288,288,288,288,291,291,291,291,291,288
288,288,288,288,291,288,288,288,288,288
288,288,288,288,291,288,288,288,288,288
